icd_code,count,long_title
04743ZZ,6,"Dilation of Splenic Artery, Percutaneous Approach"
DH071ZZ,1,Beam Radiation of Back Skin using Photons 1 - 10 MeV
0RG70JJ,1,"Fusion of 2 to 7 Thoracic Vertebral Joints with Synthetic Substitute, Posterior Approach, Anterior Column, Open Approach"
05VC0CZ,1,"Restriction of Left Basilic Vein with Extraluminal Device, Open Approach"
0QSBXZZ,9,"Reposition Right Lower Femur, External Approach"
2W6QXZZ,1,Traction of Right Lower Leg
0DWD3UZ,7,"Revision of Feeding Device in Lower Intestinal Tract, Percutaneous Approach"
03150J9,4,"Bypass Right Axillary Artery to Right Lower Leg Artery with Synthetic Substitute, Open Approach"
02H73JZ,3,"Insertion of Pacemaker Lead into Left Atrium, Percutaneous Approach"
0XJ23ZZ,1,"Inspection of Right Shoulder Region, Percutaneous Approach"
3E0S3GC,6,"Introduction of Other Therapeutic Substance into Epidural Space, Percutaneous Approach"
00HE3MZ,3,"Insertion of Neurostimulator Lead into Cranial Nerve, Percutaneous Approach"
9226,2,Teleradiotherapy of other particulate radiation
0UCC0ZZ,6,"Extirpation of Matter from Cervix, Open Approach"
B4100ZZ,2,Fluoroscopy of Abdominal Aorta using High Osmolar Contrast
DP0C4ZZ,3,"Beam Radiation of Other Bone using Heavy Particles (Protons,Ions)"
0TL77DZ,1,"Occlusion of Left Ureter with Intraluminal Device, Via Natural or Artificial Opening"
0TL67DZ,1,"Occlusion of Right Ureter with Intraluminal Device, Via Natural or Artificial Opening"
0S903ZZ,3,"Drainage of Lumbar Vertebral Joint, Percutaneous Approach"
09QK0ZZ,4,"Repair Nasal Mucosa and Soft Tissue, Open Approach"
05HP33Z,13,"Insertion of Infusion Device into Right External Jugular Vein, Percutaneous Approach"
0YPB0JZ,5,"Removal of Synthetic Substitute from Left Lower Extremity, Open Approach"
5194,10,Revision of anastomosis of biliary tract
09UM07Z,1,"Supplement Nasal Septum with Autologous Tissue Substitute, Open Approach"
0QH936Z,11,"Insertion of Intramedullary Internal Fixation Device into Left Femoral Shaft, Percutaneous Approach"
0QP934Z,2,"Removal of Internal Fixation Device from Left Femoral Shaft, Percutaneous Approach"
0QS73ZZ,1,"Reposition Left Upper Femur, Percutaneous Approach"
30243Y1,15,"Transfusion of Nonautologous Hematopoietic Stem Cells into Central Vein, Percutaneous Approach"
5299,4,Other operations on pancreas
0QU73JZ,2,"Supplement Left Upper Femur with Synthetic Substitute, Percutaneous Approach"
3E02305,1,"Introduction of Other Antineoplastic into Muscle, Percutaneous Approach"
0CB90ZX,3,"Excision of Left Parotid Gland, Open Approach, Diagnostic"
0C9900Z,2,"Drainage of Left Parotid Gland with Drainage Device, Open Approach"
0K9L30Z,3,"Drainage of Left Abdomen Muscle with Drainage Device, Percutaneous Approach"
0TBC8ZZ,12,"Excision of Bladder Neck, Via Natural or Artificial Opening Endoscopic"
02WG3JZ,5,"Revision of Synthetic Substitute in Mitral Valve, Percutaneous Approach"
02HQ30Z,1,"Insertion of Pressure Sensor Monitoring Device into Right Pulmonary Artery, Percutaneous Approach"
0FB88ZX,2,"Excision of Cystic Duct, Via Natural or Artificial Opening Endoscopic, Diagnostic"
B417ZZZ,1,Fluoroscopy of Left Renal Artery
4291,4,Ligation of esophageal varices
XW043K7,6,"Introduction of Idecabtagene Vicleucel Immunotherapy into Central Vein, Percutaneous Approach, New Technology Group 7"
0D1L074,4,"Bypass Transverse Colon to Cutaneous with Autologous Tissue Substitute, Open Approach"
0JXL0ZB,3,"Transfer Right Upper Leg Subcutaneous Tissue and Fascia with Skin and Subcutaneous Tissue, Open Approach"
06U80KZ,3,"Supplement Portal Vein with Nonautologous Tissue Substitute, Open Approach"
09UM0KZ,1,"Supplement Nasal Septum with Nonautologous Tissue Substitute, Open Approach"
09UM87Z,4,"Supplement Nasal Septum with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
09BM8ZZ,6,"Excision of Nasal Septum, Via Natural or Artificial Opening Endoscopic"
0NBC4ZZ,4,"Excision of Sphenoid Bone, Percutaneous Endoscopic Approach"
0BQJ0ZZ,1,"Repair Left Lower Lung Lobe, Open Approach"
0BNC0ZZ,4,"Release Right Upper Lung Lobe, Open Approach"
0782,17,Other total excision of thymus
0BQ40ZZ,1,"Repair Right Upper Lobe Bronchus, Open Approach"
06Q80ZZ,7,"Repair Portal Vein, Open Approach"
0QHC36Z,4,"Insertion of Intramedullary Internal Fixation Device into Left Lower Femur, Percutaneous Approach"
04VK3ZZ,3,"Restriction of Right Femoral Artery, Percutaneous Approach"
0056,1,Insertion or replacement of implantable pressure sensor with lead for intracardiac or great vessel hemodynamic monitoring
0DDM8ZX,16,"Extraction of Descending Colon, Via Natural or Artificial Opening Endoscopic, Diagnostic"
0DDC8ZX,1,"Extraction of Ileocecal Valve, Via Natural or Artificial Opening Endoscopic, Diagnostic"
0295,11,Removal of skull tongs or halo traction device
2122,7,Biopsy of nose
BW3GZZZ,1,Magnetic Resonance Imaging (MRI) of Pelvic Region
XW043C7,3,"Introduction of Autologous Engineered Chimeric Antigen Receptor T-cell Immunotherapy into Central Vein, Percutaneous Approach, New Technology Group 7"
2311,4,Removal of residual root
2W1PX6Z,4,Compression of Left Upper Leg using Pressure Dressing
0D9580Z,9,"Drainage of Esophagus with Drainage Device, Via Natural or Artificial Opening Endoscopic"
0WHR7YZ,1,"Insertion of Other Device into Genitourinary Tract, Via Natural or Artificial Opening"
0QSLXZZ,6,"Reposition Right Tarsal, External Approach"
0SJG3ZZ,6,"Inspection of Left Ankle Joint, Percutaneous Approach"
0SG00KJ,3,"Fusion of Lumbar Vertebral Joint with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach"
0S923ZX,3,"Drainage of Lumbar Vertebral Disc, Percutaneous Approach, Diagnostic"
0MDM0ZZ,1,"Extraction of Left Hip Bursa and Ligament, Open Approach"
0DNA4ZZ,5,"Release Jejunum, Percutaneous Endoscopic Approach"
0W3R4ZZ,2,"Control Bleeding in Genitourinary Tract, Percutaneous Endoscopic Approach"
0TB44ZX,1,"Excision of Left Kidney Pelvis, Percutaneous Endoscopic Approach, Diagnostic"
0T9180Z,1,"Drainage of Left Kidney with Drainage Device, Via Natural or Artificial Opening Endoscopic"
0T548ZZ,2,"Destruction of Left Kidney Pelvis, Via Natural or Artificial Opening Endoscopic"
0F790DZ,9,"Dilation of Common Bile Duct with Intraluminal Device, Open Approach"
2W0NX6Z,5,Change Pressure Dressing on Right Upper Leg
0SRC0N9,4,"Replacement of Right Knee Joint with Patellofemoral Synthetic Substitute, Cemented, Open Approach"
06UY07Z,2,"Supplement Lower Vein with Autologous Tissue Substitute, Open Approach"
0FD13ZX,8,"Extraction of Right Lobe Liver, Percutaneous Approach, Diagnostic"
0JD00ZZ,7,"Extraction of Scalp Subcutaneous Tissue and Fascia, Open Approach"
0JQ70ZZ,8,"Repair Back Subcutaneous Tissue and Fascia, Open Approach"
0KJY0ZZ,3,"Inspection of Lower Muscle, Open Approach"
0U960ZZ,3,"Drainage of Left Fallopian Tube, Open Approach"
0UB60ZX,3,"Excision of Left Fallopian Tube, Open Approach, Diagnostic"
0F998ZX,11,"Drainage of Common Bile Duct, Via Natural or Artificial Opening Endoscopic, Diagnostic"
0QSDXZZ,3,"Reposition Right Patella, External Approach"
0QPDX5Z,2,"Removal of External Fixation Device from Right Patella, External Approach"
0LNV0ZZ,5,"Release Right Foot Tendon, Open Approach"
0SNM0ZZ,3,"Release Right Metatarsal-Phalangeal Joint, Open Approach"
0Q8N0ZZ,4,"Division of Right Metatarsal, Open Approach"
0SGQ04Z,6,"Fusion of Left Toe Phalangeal Joint with Internal Fixation Device, Open Approach"
0FU83JZ,2,"Supplement Cystic Duct with Synthetic Substitute, Percutaneous Approach"
6A551Z0,3,"Pheresis of Erythrocytes, Multiple"
0SGM07Z,3,"Fusion of Right Metatarsal-Phalangeal Joint with Autologous Tissue Substitute, Open Approach"
4022,4,Excision of internal mammary lymph node
0BBL3ZX,4,"Excision of Left Lung, Percutaneous Approach, Diagnostic"
059Y3ZZ,1,"Drainage of Upper Vein, Percutaneous Approach"
0DW63CZ,4,"Revision of Extraluminal Device in Stomach, Percutaneous Approach"
04100J6,4,"Bypass Abdominal Aorta to Right Common Iliac Artery with Synthetic Substitute, Open Approach"
04100JH,7,"Bypass Abdominal Aorta to Right Femoral Artery with Synthetic Substitute, Open Approach"
0SSF0ZZ,7,"Reposition Right Ankle Joint, Open Approach"
0QSK0ZZ,2,"Reposition Left Fibula, Open Approach"
0QSH0ZZ,3,"Reposition Left Tibia, Open Approach"
03H43DZ,2,"Insertion of Intraluminal Device into Left Subclavian Artery, Percutaneous Approach"
0X9900Z,1,"Drainage of Left Upper Arm with Drainage Device, Open Approach"
0YQVXZZ,1,"Repair Right 4th Toe, External Approach"
03BT3ZX,1,"Excision of Left Temporal Artery, Percutaneous Approach, Diagnostic"
0SSM04Z,1,"Reposition Right Metatarsal-Phalangeal Joint with Internal Fixation Device, Open Approach"
8219,3,Other division of soft tissue of hand
6A651ZZ,11,"Phototherapy, Circulatory, Multiple"
6942,1,Closure of fistula of uterus
036,11,Lysis of adhesions of spinal cord and nerve roots
326,3,Radical dissection of thoracic structures
0W984ZZ,1,"Drainage of Chest Wall, Percutaneous Endoscopic Approach"
0T513ZZ,1,"Destruction of Left Kidney, Percutaneous Approach"
03L80ZZ,6,"Occlusion of Left Brachial Artery, Open Approach"
0PB93ZX,1,"Excision of Right Clavicle, Percutaneous Approach, Diagnostic"
0R9G3ZX,5,"Drainage of Right Acromioclavicular Joint, Percutaneous Approach, Diagnostic"
0DU44JZ,1,"Supplement Esophagogastric Junction with Synthetic Substitute, Percutaneous Endoscopic Approach"
4849,20,Other pull-through resection of rectum
5295,7,Other repair of pancreas
09RM07Z,3,"Replacement of Nasal Septum with Autologous Tissue Substitute, Open Approach"
DB22DZZ,5,Stereotactic Other Photon Radiosurgery of Lung
0272366,2,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Approach"
0NSV05Z,1,"Reposition Left Mandible with External Fixation Device, Open Approach"
BW11YZZ,11,Fluoroscopy of Abdomen and Pelvis using Other Contrast
06114JB,1,"Bypass Splenic Vein to Left Renal Vein with Synthetic Substitute, Percutaneous Endoscopic Approach"
B51K1ZZ,2,Fluoroscopy of Left Renal Vein using Low Osmolar Contrast
4A043B0,5,"Measurement of Venous Pressure, Central, Percutaneous Approach"
0W9N0ZZ,4,"Drainage of Female Perineum, Open Approach"
0BQC4ZZ,2,"Repair Right Upper Lung Lobe, Percutaneous Endoscopic Approach"
0YQ8XZZ,1,"Repair Left Femoral Region, External Approach"
0KBN0ZX,2,"Excision of Right Hip Muscle, Open Approach, Diagnostic"
1281,4,Suture of laceration of sclera
F00ZJWZ,1,Instrumental Swallowing and Oral Function Assessment using Swallowing Equipment
0LNV3ZZ,1,"Release Right Foot Tendon, Percutaneous Approach"
0JXQ0ZZ,1,"Transfer Right Foot Subcutaneous Tissue and Fascia, Open Approach"
9658,2,Irrigation of wound catheter
0SJ20ZZ,2,"Inspection of Lumbar Vertebral Disc, Open Approach"
B54BZZ3,2,"Ultrasonography of Right Lower Extremity Veins, Intravascular"
B51BYZA,2,"Fluoroscopy of Right Lower Extremity Veins using Other Contrast, Guidance"
03FY3ZZ,3,"Fragmentation of Upper Artery, Percutaneous Approach"
7719,11,"Other incision of bone without division, other bones"
00JV3ZZ,2,"Inspection of Spinal Cord, Percutaneous Approach"
0CR007Z,2,"Replacement of Upper Lip with Autologous Tissue Substitute, Open Approach"
0JX10ZB,5,"Transfer Face Subcutaneous Tissue and Fascia with Skin and Subcutaneous Tissue, Open Approach"
05QG0ZZ,3,"Repair Right Hand Vein, Open Approach"
0RGW0ZZ,1,"Fusion of Right Finger Phalangeal Joint, Open Approach"
0270356,10,"Dilation of Coronary Artery, One Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Approach"
0HQRXZZ,1,"Repair Toe Nail, External Approach"
0HJPXZZ,7,"Inspection of Skin, External Approach"
07BB4ZX,14,"Excision of Mesenteric Lymphatic, Percutaneous Endoscopic Approach, Diagnostic"
0W0207Z,1,"Alteration of Face with Autologous Tissue Substitute, Open Approach"
080N0ZZ,2,"Alteration of Right Upper Eyelid, Open Approach"
080P0ZZ,2,"Alteration of Left Upper Eyelid, Open Approach"
0FBD8ZZ,1,"Excision of Pancreatic Duct, Via Natural or Artificial Opening Endoscopic"
0F9D80Z,6,"Drainage of Pancreatic Duct with Drainage Device, Via Natural or Artificial Opening Endoscopic"
0N8V0ZZ,1,"Division of Left Mandible, Open Approach"
0JX50ZZ,5,"Transfer Left Neck Subcutaneous Tissue and Fascia, Open Approach"
0CUM07Z,4,"Supplement Pharynx with Autologous Tissue Substitute, Open Approach"
0NQV0ZZ,5,"Repair Left Mandible, Open Approach"
0NWW04Z,1,"Revision of Internal Fixation Device in Facial Bone, Open Approach"
04FM3ZZ,2,"Fragmentation of Right Popliteal Artery, Percutaneous Approach"
0YWB07Z,1,"Revision of Autologous Tissue Substitute in Left Lower Extremity, Open Approach"
0Y3L0ZZ,1,"Control Bleeding in Left Ankle Region, Open Approach"
0QH304Z,10,"Insertion of Internal Fixation Device into Left Pelvic Bone, Open Approach"
0B5R0ZZ,7,"Destruction of Right Diaphragm, Open Approach"
04L20ZZ,3,"Occlusion of Gastric Artery, Open Approach"
6629,6,Other bilateral endoscopic destruction or occlusion of fallopian tubes
03723ZZ,14,"Dilation of Innominate Artery, Percutaneous Approach"
06BY4ZC,2,"Excision of Hemorrhoidal Plexus, Percutaneous Endoscopic Approach"
0QS334Z,1,"Reposition Left Pelvic Bone with Internal Fixation Device, Percutaneous Approach"
0QS335Z,3,"Reposition Left Pelvic Bone with External Fixation Device, Percutaneous Approach"
02QF0ZZ,41,"Repair Aortic Valve, Open Approach"
XW03396,6,"Introduction of Ceftolozane/Tazobactam Anti-infective into Peripheral Vein, Percutaneous Approach, New Technology Group 6"
8140,10,"Repair of hip, not elsewhere classified"
0VBS0ZZ,10,"Excision of Penis, Open Approach"
0RCJ0ZZ,5,"Extirpation of Matter from Right Shoulder Joint, Open Approach"
0DSP0ZZ,7,"Reposition Rectum, Open Approach"
0JRP07Z,7,"Replacement of Left Lower Leg Subcutaneous Tissue and Fascia with Autologous Tissue Substitute, Open Approach"
0H5DXZZ,1,"Destruction of Right Lower Arm Skin, External Approach"
0KXV0Z2,1,"Transfer Right Foot Muscle with Skin and Subcutaneous Tissue, Open Approach"
0QS60ZZ,2,"Reposition Right Upper Femur, Open Approach"
0J9030Z,2,"Drainage of Scalp Subcutaneous Tissue and Fascia with Drainage Device, Percutaneous Approach"
B340ZZ3,7,"Ultrasonography of Thoracic Aorta, Intravascular"
B415ZZZ,5,Fluoroscopy of Inferior Mesenteric Artery
0G9230Z,1,"Drainage of Left Adrenal Gland with Drainage Device, Percutaneous Approach"
0W983ZZ,11,"Drainage of Chest Wall, Percutaneous Approach"
4662,2,Other fixation of small intestine
0BQ70ZZ,3,"Repair Left Main Bronchus, Open Approach"
0KUJ07Z,3,"Supplement Left Thorax Muscle with Autologous Tissue Substitute, Open Approach"
0KB50ZX,3,"Excision of Right Shoulder Muscle, Open Approach, Diagnostic"
0SRT0JA,1,"Replacement of Right Knee Joint, Femoral Surface with Synthetic Substitute, Uncemented, Open Approach"
0DQQ3ZZ,1,"Repair Anus, Percutaneous Approach"
0BWL4YZ,1,"Revision of Other Device in Left Lung, Percutaneous Endoscopic Approach"
0BQL4ZZ,1,"Repair Left Lung, Percutaneous Endoscopic Approach"
0DQR3ZZ,1,"Repair Anal Sphincter, Percutaneous Approach"
BF181ZZ,2,Fluoroscopy of Pancreatic Ducts using Low Osmolar Contrast
4528,1,Other diagnostic procedures on large intestine
02UW0JZ,6,"Supplement Thoracic Aorta, Descending with Synthetic Substitute, Open Approach"
4951,2,Left lateral anal sphincterotomy
0RJKXZZ,1,"Inspection of Left Shoulder Joint, External Approach"
0HR0X73,3,"Replacement of Scalp Skin with Autologous Tissue Substitute, Full Thickness, External Approach"
0NP007Z,2,"Removal of Autologous Tissue Substitute from Skull, Open Approach"
9504,1,Eye examination under anesthesia
9509,1,"Eye examination, not otherwise specified"
041L0ZN,4,"Bypass Left Femoral Artery to Posterior Tibial Artery, Open Approach"
5132,5,Anastomosis of gallbladder to intestine
0351,10,Repair of spinal meningocele
0SG50KZ,1,"Fusion of Sacrococcygeal Joint with Nonautologous Tissue Substitute, Open Approach"
04RN07Z,4,"Replacement of Left Popliteal Artery with Autologous Tissue Substitute, Open Approach"
BD1BYZZ,4,Fluoroscopy of Mouth/Oropharynx using Other Contrast
0B5D8ZZ,8,"Destruction of Right Middle Lung Lobe, Via Natural or Artificial Opening Endoscopic"
3562,4,Repair of ventricular septal defect with tissue graft
0Y9030Z,1,"Drainage of Right Buttock with Drainage Device, Percutaneous Approach"
5689,9,Other repair of ureter
5675,7,Transureteroureterostomy
0QSC05Z,1,"Reposition Left Lower Femur with External Fixation Device, Open Approach"
4979,7,Other repair of anal sphincter
09JKXZZ,11,"Inspection of Nasal Mucosa and Soft Tissue, External Approach"
2Y51X5Z,5,Removal of Nasal Packing Material
0JH807Z,3,"Insertion of Cardiac Resynchronization Pacemaker Pulse Generator into Abdomen Subcutaneous Tissue and Fascia, Open Approach"
0WCJ3ZZ,1,"Extirpation of Matter from Pelvic Cavity, Percutaneous Approach"
0KDS0ZZ,10,"Extraction of Right Lower Leg Muscle, Open Approach"
0Y3H0ZZ,4,"Control Bleeding in Right Lower Leg, Open Approach"
0J0F3ZZ,1,"Alteration of Left Upper Arm Subcutaneous Tissue and Fascia, Percutaneous Approach"
0J0H3ZZ,1,"Alteration of Left Lower Arm Subcutaneous Tissue and Fascia, Percutaneous Approach"
03RB07Z,1,"Replacement of Right Radial Artery with Autologous Tissue Substitute, Open Approach"
0P563ZZ,1,"Destruction of Left Scapula, Percutaneous Approach"
0JX00ZZ,9,"Transfer Scalp Subcutaneous Tissue and Fascia, Open Approach"
0K923ZZ,3,"Drainage of Right Neck Muscle, Percutaneous Approach"
0C9PXZZ,6,"Drainage of Tonsils, External Approach"
0M9M3ZX,2,"Drainage of Left Hip Bursa and Ligament, Percutaneous Approach, Diagnostic"
0QB73ZX,6,"Excision of Left Upper Femur, Percutaneous Approach, Diagnostic"
0SHB04Z,1,"Insertion of Internal Fixation Device into Left Hip Joint, Open Approach"
0N9Q00Z,1,"Drainage of Left Orbit with Drainage Device, Open Approach"
09BT8ZZ,4,"Excision of Left Frontal Sinus, Via Natural or Artificial Opening Endoscopic"
0QH904Z,5,"Insertion of Internal Fixation Device into Left Femoral Shaft, Open Approach"
B517YZA,3,"Fluoroscopy of Left Subclavian Vein using Other Contrast, Guidance"
0KU407Z,2,"Supplement Tongue, Palate, Pharynx Muscle with Autologous Tissue Substitute, Open Approach"
0CBP0ZZ,2,"Excision of Tonsils, Open Approach"
0CWY07Z,3,"Revision of Autologous Tissue Substitute in Mouth and Throat, Open Approach"
7799,7,"Total ostectomy, other bones"
0H9U00Z,2,"Drainage of Left Breast with Drainage Device, Open Approach"
0QBM3ZZ,2,"Excision of Left Tarsal, Percutaneous Approach"
5722,2,Revision or closure of vesicostomy
0PRH07Z,2,"Replacement of Right Radius with Autologous Tissue Substitute, Open Approach"
0PBH0ZX,2,"Excision of Right Radius, Open Approach, Diagnostic"
0RPN08Z,2,"Removal of Spacer from Right Wrist Joint, Open Approach"
0RHN08Z,2,"Insertion of Spacer into Right Wrist Joint, Open Approach"
0DL58DZ,3,"Occlusion of Esophagus with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
2049,7,Other mastoidectomy
0PH104Z,1,"Insertion of Internal Fixation Device into 1 to 2 Ribs, Open Approach"
0PH204Z,3,"Insertion of Internal Fixation Device into 3 or More Ribs, Open Approach"
0J9D3ZZ,5,"Drainage of Right Upper Arm Subcutaneous Tissue and Fascia, Percutaneous Approach"
0RNXXZZ,10,"Release Left Finger Phalangeal Joint, External Approach"
0FDD8ZX,1,"Extraction of Pancreatic Duct, Via Natural or Artificial Opening Endoscopic, Diagnostic"
07LK3DZ,3,"Occlusion of Thoracic Duct with Intraluminal Device, Percutaneous Approach"
00CX0ZZ,5,"Extirpation of Matter from Thoracic Spinal Cord, Open Approach"
008X0ZZ,1,"Division of Thoracic Spinal Cord, Open Approach"
30243H0,1,"Transfusion of Autologous Whole Blood into Central Vein, Percutaneous Approach"
0JWTXXZ,1,"Revision of Tunneled Vascular Access Device in Trunk Subcutaneous Tissue and Fascia, External Approach"
0QPJ05Z,2,"Removal of External Fixation Device from Right Fibula, Open Approach"
0QPL05Z,3,"Removal of External Fixation Device from Right Tarsal, Open Approach"
0DP080Z,10,"Removal of Drainage Device from Upper Intestinal Tract, Via Natural or Artificial Opening Endoscopic"
B418ZZZ,2,Fluoroscopy of Bilateral Renal Arteries
03150J7,1,"Bypass Right Axillary Artery to Left Upper Leg Artery with Synthetic Substitute, Open Approach"
8079,1,"Synovectomy, other specified sites"
30243V1,1,"Transfusion of Nonautologous Antihemophilic Factors into Central Vein, Percutaneous Approach"
05CD0ZZ,2,"Extirpation of Matter from Right Cephalic Vein, Open Approach"
05QD0ZZ,1,"Repair Right Cephalic Vein, Open Approach"
01B84ZZ,1,"Excision of Thoracic Nerve, Percutaneous Endoscopic Approach"
0QUB0JZ,2,"Supplement Right Lower Femur with Synthetic Substitute, Open Approach"
04L73DZ,7,"Occlusion of Left Colic Artery with Intraluminal Device, Percutaneous Approach"
02C10Z6,1,"Extirpation of Matter from Coronary Artery, Two Arteries, Bifurcation, Open Approach"
0271056,1,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Two Drug-eluting Intraluminal Devices, Open Approach"
005T0ZZ,2,"Destruction of Spinal Meninges, Open Approach"
B30MZZZ,1,Plain Radiography of Spinal Arteries
0Y6M0Z5,3,"Detachment at Right Foot, Complete 2nd Ray, Open Approach"
0J870ZZ,1,"Division of Back Subcutaneous Tissue and Fascia, Open Approach"
09B10ZZ,1,"Excision of Left External Ear, Open Approach"
0D1M07P,1,"Bypass Descending Colon to Rectum with Autologous Tissue Substitute, Open Approach"
0DUP07Z,4,"Supplement Rectum with Autologous Tissue Substitute, Open Approach"
0Q9Q0ZZ,1,"Drainage of Right Toe Phalanx, Open Approach"
9351,2,Application of plaster jacket
04UR0JZ,1,"Supplement Right Posterior Tibial Artery with Synthetic Substitute, Open Approach"
047Q3Z6,1,"Dilation of Left Anterior Tibial Artery, Bifurcation, Percutaneous Approach"
047N3Z6,1,"Dilation of Left Popliteal Artery, Bifurcation, Percutaneous Approach"
6A650ZZ,2,"Phototherapy, Circulatory, Single"
08LY7DZ,3,"Occlusion of Left Lacrimal Duct with Intraluminal Device, Via Natural or Artificial Opening"
08LX7DZ,3,"Occlusion of Right Lacrimal Duct with Intraluminal Device, Via Natural or Artificial Opening"
0B9K3ZZ,1,"Drainage of Right Lung, Percutaneous Approach"
7982,7,Open reduction of dislocation of elbow
02HN0MZ,1,"Insertion of Cardiac Lead into Pericardium, Open Approach"
0XBG0ZZ,1,"Excision of Right Wrist Region, Open Approach"
0XBJ0ZZ,1,"Excision of Right Hand, Open Approach"
2W3CX1Z,8,Immobilization of Right Lower Arm using Splint
0SG10A1,4,"Fusion of 2 or more Lumbar Vertebral Joints with Interbody Fusion Device, Posterior Approach, Posterior Column, Open Approach"
07DR3ZZ,15,"Extraction of Iliac Bone Marrow, Percutaneous Approach"
0B9G3ZX,1,"Drainage of Left Upper Lung Lobe, Percutaneous Approach, Diagnostic"
6941,2,Suture of laceration of uterus
03180JD,9,"Bypass Left Brachial Artery to Upper Arm Vein with Synthetic Substitute, Open Approach"
7814,10,"Application of external fixator device, carpals and metacarpals"
0WHN33Z,1,"Insertion of Infusion Device into Female Perineum, Percutaneous Approach"
0126,7,Insertion of catheter(s) into cranial cavity or tissue
0JC00ZZ,3,"Extirpation of Matter from Scalp Subcutaneous Tissue and Fascia, Open Approach"
0115,9,Biopsy of skull
0W3F3ZZ,8,"Control Bleeding in Abdominal Wall, Percutaneous Approach"
BR30YZZ,3,Magnetic Resonance Imaging (MRI) of Cervical Spine using Other Contrast
BR37YZZ,5,Magnetic Resonance Imaging (MRI) of Thoracic Spine using Other Contrast
BR39YZZ,2,Magnetic Resonance Imaging (MRI) of Lumbar Spine using Other Contrast
0DT60ZZ,14,"Resection of Stomach, Open Approach"
0D150ZA,6,"Bypass Esophagus to Jejunum, Open Approach"
B5141ZA,2,"Fluoroscopy of Left Jugular Veins using Low Osmolar Contrast, Guidance"
0TBB3ZX,3,"Excision of Bladder, Percutaneous Approach, Diagnostic"
0CBT8ZZ,1,"Excision of Right Vocal Cord, Via Natural or Artificial Opening Endoscopic"
0QW704Z,1,"Revision of Internal Fixation Device in Left Upper Femur, Open Approach"
0MNM0ZZ,1,"Release Left Hip Bursa and Ligament, Open Approach"
0TT60ZZ,5,"Resection of Right Ureter, Open Approach"
0CR6X7Z,2,"Replacement of Lower Gingiva with Autologous Tissue Substitute, External Approach"
0W910ZZ,5,"Drainage of Cranial Cavity, Open Approach"
00P00KZ,1,"Removal of Nonautologous Tissue Substitute from Brain, Open Approach"
04HY02Z,1,"Insertion of Monitoring Device into Lower Artery, Open Approach"
0PT10ZZ,7,"Resection of 1 to 2 Ribs, Open Approach"
3978,42,Endovascular implantation of branching or fenestrated graft(s) in aorta
0F968ZX,2,"Drainage of Left Hepatic Duct, Via Natural or Artificial Opening Endoscopic, Diagnostic"
DF033ZZ,1,Beam Radiation of Pancreas using Electrons
3E0K305,2,"Introduction of Other Antineoplastic into Genitourinary Tract, Percutaneous Approach"
0DBM4ZX,1,"Excision of Descending Colon, Percutaneous Endoscopic Approach, Diagnostic"
2186,2,Limited rhinoplasty
04VE0DZ,1,"Restriction of Right Internal Iliac Artery with Intraluminal Device, Open Approach"
0FPD80Z,2,"Removal of Drainage Device from Pancreatic Duct, Via Natural or Artificial Opening Endoscopic"
0693,4,Suture of thyroid gland
0RG7070,3,"Fusion of 2 to 7 Thoracic Vertebral Joints with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach"
0SN00ZZ,1,"Release Lumbar Vertebral Joint, Open Approach"
0RN60ZZ,1,"Release Thoracic Vertebral Joint, Open Approach"
0RU607Z,1,"Supplement Thoracic Vertebral Joint with Autologous Tissue Substitute, Open Approach"
0DQ84ZZ,4,"Repair Small Intestine, Percutaneous Endoscopic Approach"
0D9P70Z,13,"Drainage of Rectum with Drainage Device, Via Natural or Artificial Opening"
09BR8ZX,4,"Excision of Left Maxillary Sinus, Via Natural or Artificial Opening Endoscopic, Diagnostic"
0UN04ZZ,3,"Release Right Ovary, Percutaneous Endoscopic Approach"
0UNF4ZZ,5,"Release Cul-de-sac, Percutaneous Endoscopic Approach"
670,5,Dilation of cervical canal
9903,2,Other transfusion of whole blood
0J580ZZ,2,"Destruction of Abdomen Subcutaneous Tissue and Fascia, Open Approach"
0DH84UZ,2,"Insertion of Feeding Device into Small Intestine, Percutaneous Endoscopic Approach"
00JE0ZZ,1,"Inspection of Cranial Nerve, Open Approach"
0WB6XZX,1,"Excision of Neck, External Approach, Diagnostic"
3E0D33Z,1,"Introduction of Anti-inflammatory into Mouth and Pharynx, Percutaneous Approach"
0JCR3ZZ,2,"Extirpation of Matter from Left Foot Subcutaneous Tissue and Fascia, Percutaneous Approach"
496,3,Excision of anus
4842,3,Laparoscopic pull-through resection of rectum
7929,4,"Open reduction of fracture without internal fixation, other specified bone"
0T170ZB,3,"Bypass Left Ureter to Bladder, Open Approach"
0TP500Z,1,"Removal of Drainage Device from Kidney, Open Approach"
8695,8,"Insertion or replacement of multiple array neurostimulator pulse generator, not specified as rechargeable"
