ndc,count,drug,gsn
67457023802.0,62.0,Fludarabine Phosphate,058106
60432046608.0,283.0,Dexamethasone Oral Soln (0.1mg/1mL),006780
944270006.0,565.0,GammaGARD Liquid,019103
63323032225.0,84.0,Imipenem-Cilastatin,009365
409350701.0,19.0,Imipenem-Cilastatin,009365
65293001410.0,15.0,Minocycline,009228
51079058205.0,533.0,Leucovorin Calcium,044538
78005303.0,50.0,Methylergonovine Maleate,003278
4631301.0,944.0,Naproxen,008360
55390088010.0,339.0,Levothyroxine Sodium,006645
23731605305.0,59.0,Citrate Dextrose 3% (ACD-A) CRRT,023788
409163201.0,336.0,Vecuronium Bromide,008398
60793058110.0,444.0,Ketamine,003565
10019002703.0,276.0,Midazolam,003780
51079032120.0,99.0,Finasteride,041440
60505074905.0,126.0,CeFAZolin,009065
76014000433.0,216.0,PHENYLEPHrine,005068
17236032410.0,59.0,Theophylline SR,000091
66220020730.0,553.0,Acetylcysteine (IV),024398
63739057610.0,36.0,rivastigmine tartrate,040155
59762501901.0,305.0,Quinapril,018774
51079087220.0,511.0,GlyBURIDE,001774
63323060990.0,315.0,Enoxaparin (Treatment),044669
64679093602.0,748.0,Famotidine,011677
9075801.0,216.0,MethylPREDNISolone Sodium Succ,006733
6542315.0,47.0,Sugammadex,064638
378005201.0,133.0,Pindolol,005144
6351936.0,127.0,Dorzolamide 2% Ophth. Soln.,023513
46110281.0,410.0,Estrogens Conjugated,003212
10122061010.0,367.0,Clevidipine,064407
63402030430.0,397.0,Latuda,066932
378911998.0,437.0,Fentanyl Patch,059102
68180031906.0,386.0,BuPROPion XL (Once Daily),053006
60687021121.0,164.0,Divalproex (DELayed Release),004538
14654084868.0,88.0,CoQ10 (300mg),065043
55150020830.0,658.0,Meropenem,026489
60505258600.0,760.0,Risperidone,021154
574012174.0,53.0,Charcoal Aqueous (Activated),057764
60687019501.0,1062.0,Diltiazem Extended-Release,021282
63323088330.0,557.0,DOXOrubicin,061484
74057622.0,6.0,INV-Venetoclax,075886
143951910.0,371.0,Methotrexate Sodium P.F.,051610
409428202.0,170.0,Lidocaine 2% P.f.,060673
54002125.0,724.0,Lithium Carbonate SR (Lithobid),004004
378145001.0,118.0,Lithium Carbonate CR (Eskalith),004005
115170001.0,347.0,Hydrocortisone,006704
9082501.0,686.0,Hydrocortisone Na Succ.,006696
42023020101.0,293.0,Levothyroxine Sodium,068196
49884086902.0,98.0,Dronabinol,004693
17478010212.0,36.0,Tropicamide 1 %,007873
67919002010.0,127.0,Alvimopan,064325
409792336.0,727.0,5% Dextrose,001972
17478020102.0,29.0,Phenylephrine 2.5 % Ophth Soln,007764
703856023.0,574.0,Enoxaparin Sodium,027993
49281054505.0,360.0,Haemophilus B Conj. Vaccine,021138
49281058905.0,399.0,MENINGOcoccal Conj Vaccine (Menactra),058764
56052168.0,327.0,Carbidopa-Levodopa CR (50-200),016043
409909461.0,240.0,Fentanyl Citrate,041385
58160084211.0,249.0,Tetanus-DiphTox-Acellular Pertuss (Tdap),059079
69315015501.0,245.0,Hydrochlorothiazide,028915
904644061.0,232.0,HydrALAZINE,000284
54007928.0,156.0,Balsalazide,040304
58914050156.0,505.0,Mesalamine (Rectal),021776
45802009851.0,146.0,Mesalamine Enema,004444
64980028203.0,35.0,Mesalamine (Rectal),021776
41100081123.0,360.0,Oxymetazoline,008039
69315083.0,206.0,Azithromycin ,031452
310028239.0,696.0,Quetiapine extended-release,062748
63323017260.0,146.0,CARBOplatin,038450
169008481.0,140.0,Repaglinide,038908
59762011701.0,234.0,Mesalamine DR,076143
42023018910.0,112.0,Neostigmine (CVICU Reversal Protocol),071071
50458022115.0,623.0,Ketoconazole 2% ,007334
68115017430.0,148.0,HydrOXYzine,003726
16729020001.0,161.0,BusPIRone,003782
187301220.0,357.0,Pyridostigmine Bromide Syrup,004763
456261563.0,138.0,Diltiazem Extended-Release,024539
713010109.0,138.0,Glycerin Supps,002982
172433360.0,34.0,Nefazodone HCl,046255
36000032202.0,360.0,Labetalol,005097
74679922.0,628.0,Lopinavir-Ritonavir,059972
65862010701.0,69.0,Zidovudine,009632
9338202.0,273.0,Clindamycin,015999
69452013117.0,29.0,Dofetilide,044360
42806001101.0,1.0,Sulindac,008366
517209625.0,269.0,Sodium Acetate,001205
55390016010.0,248.0,Octreotide Acetate,053976
93762056.0,99.0,Letrozole,029821
300364201.0,19.0,Leuprolide Acetate,044970
185077130.0,257.0,bisoprolol fumarate,017956
68152010100.0,87.0,Levoleucovorin,046762
703565301.0,664.0,Etoposide,008841
75291202.0,621.0,Enoxaparin Sodium,044669
10157992002.0,50.0,Blistex Lip Ointment,043790
61958010101.0,69.0,Cidofovir,027204
58406042534.0,99.0,etanercept,040869
409217205.0,526.0,HYDROmorphone-HP,004099
65483070210.0,455.0,Budesonide,025750
4029809.0,701.0,Mycophenolate Mofetil,040376
469520130.0,13.0,Protopic,047346
703480503.0,430.0,Mesna,023756
168002131.0,200.0,Bacitracin-Polymyxin Ointment,007729
24477001015.0,690.0,Gelclair,050270
517101025.0,278.0,Atropine Sulfate,004824
51248015001.0,104.0,Vesicare,057982
67386071155.0,611.0,Chlorothiazide Sodium,008171
641243645.0,44.0,Heparin Flush (100 units/ml),006542
68462029201.0,354.0,Verapamil SR,015959
47335076583.0,219.0,PALIperidone ER,061985
58160082652.0,160.0,Hepatitis A Vaccine,062760
51079037420.0,312.0,Chlordiazepoxide HCl,003736
60687050401.0,25.0,Verapamil SR,013670
7323411.0,286.0,Fondaparinux,058355
60432012608.0,68.0,Megestrol Acetate,021004
42292002720.0,291.0,PALIperidone ER,061986
904617261.0,677.0,CarBAMazepine,004558
904678861.0,201.0,Benztropine Mesylate,004589
69303220.0,429.0,DOXOrubicin,061484
65597070118.0,162.0,colesevelam,046172
703423901.0,213.0,CARBOplatin,038450
43199001401.0,66.0,Hyoscyamine SO4 (Time Release),023715
51079072420.0,234.0,Zolpidem Tartrate,019187
15301260.0,66.0,Carmustine,008782
67457019501.0,32.0,Melphalan,019196
60505311000.0,395.0,OLANZapine (Disintegrating Tablet),029077
555100916.0,350.0,Clonidine Patch 0.1 mg/24 hr,000343
49281021515.0,65.0,Tetanus-Diphtheria Tox (TENIVAC),063696
12870000102.0,210.0,Silver Nitrate Applicator,007171
68180098001.0,195.0,Lisinopril,000390
42292003603.0,31.0,olm,050289
51079042520.0,35.0,glimepiride,025180
24592201.0,96.0,INV-Sarilumab,078047
17478021515.0,221.0,Atropine Sulfate Ophth 1%,007866
23155047342.0,218.0,Furosemide,008205
70069001225.0,156.0,Glycopyrrolate,004886
781711155.0,746.0,Fentanyl Patch,015880
132010915.0,124.0,Fleet Phospho-Soda,003030
25382012634.0,3.0,Dermagran Ointment,038627
51672128001.0,373.0,Desonide 0.05% Cream,007620
15456098004.0,56.0,trospium,038085
9004902.0,593.0,Methylprednisolone,006738
574202001.0,245.0,Hydrocortisone Enema,037045
37683015.0,69.0,Hydrocortisone Acetate 10%  Foam,037044
58160082611.0,170.0,Hepatitis A Vaccine,063059
182264789.0,559.0,GlyBURIDE,001775
245001201.0,243.0,Sotalol,017196
168005646.0,163.0,Betamethasone Dipro 0.05% Oint,007569
50458031528.0,110.0,Risperidone (Disintegrating Tablet),051799
50458039530.0,57.0,Risperidone (Disintegrating Tablet),052049
67399842.0,166.0,Terbinafine 1% Cream,018273
54856304.0,262.0,Metoclopramide,005230
23114501.0,55.0,Botox,013722
43547028810.0,333.0,BuPROPion (Sustained Release),046239
904636445.0,743.0,Divalproex (EXTended Release),046315
45802087305.0,79.0,Nicotine Lozenge,048775
78042315.0,601.0,Valsartan,050805
50458056301.0,215.0,PALIperidone Palmitate,065451
904627108.0,166.0,ZIPRASidone Hydrochloride,047567
409401101.0,113.0,Verapamil,000561
378204201.0,126.0,Bromocriptine Mesylate,006604
68084020201.0,613.0,PrimiDONE,004544
51079068320.0,114.0,Verapamil,000564
54838054070.0,179.0,Citalopram,046205
121050410.0,213.0,Acetaminophen w/Codeine Elixir,045154
68084053301.0,189.0,QUEtiapine Fumarate,034189
781523964.0,285.0,Ondansetron ODT,041563
24582411.0,2.0,Cabazitaxel,066476
51079049820.0,37.0,LamoTRIgine,017872
65162069890.0,30.0,Gabapentin,047927
93542088.0,73.0,cabergoline,025738
51672207501.0,239.0,Bacitracin Ointment,023143
70860011726.0,150.0,Nafcillin,008968
703367101.0,81.0,Methotrexate Sodium P.F.,051610
703514001.0,1941.0,Leucovorin Calcium,044533
703367801.0,449.0,Methotrexate,051610
25021081430.0,1840.0,Leucovorin Calcium,044533
2416530.0,398.0,raloxifene,037022
63323038910.0,227.0,Ampicillin Sodium,008932
61958290201.0,668.0,Remdesivir,081036
66794021943.0,156.0,Linezolid,045134
70860010010.0,482.0,Azithromycin ,031452
23155060601.0,197.0,Glycopyrrolate,004887
68084097601.0,245.0,Celecoxib,041286
24385038551.0,529.0,Famotidine,011677
60793021505.0,255.0,Thrombin,053005
9001201.0,2258.0,Hydrocortisone,006705
55150017410.0,312.0,Azithromycin ,031452
47781064726.0,200.0,Vitamin D,002171
45802005436.0,172.0,Aluminum Hydroxide Suspension,007596
536589688.0,527.0,Nicotine Patch,016427
409339004.0,124.0,Piperacillin-Tazobactam,021187
66043115.0,59.0,Benzoyl Peroxide Gel 10%,005810
51079006820.0,76.0,Dipyridamole,041698
378015601.0,293.0,Probenecid,008236
904555960.0,351.0,PrimiDONE,004544
63256020005.0,274.0,Talc (Sterile),053553
597007541.0,109.0,Tiotropium Bromide,050714
10019005561.0,242.0,Esmolol,048856
378647099.0,136.0,Scopolamine Patch,004704
93894701.0,133.0,Acyclovir,015979
781893285.0,544.0,NORepinephrine,028633
66993010702.0,177.0,Fexofenadine,031689
904663006.0,7.0,Amantadine,004575
68084059025.0,282.0,Atorvastatin,045772
51079027303.0,221.0,ENTAcapone,041199
60505343803.0,26.0,Selegiline HCl,012070
13668009490.0,24.0,Pramipexole,031779
47335018788.0,310.0,Carbidopa-Levodopa (25-100) ODT,057988
50268006915.0,186.0,Amantadine,004575
68462033390.0,319.0,Pramipexole,031779
378622001.0,135.0,Propranolol LA,005113
536407601.0,42.0,Niacin,002386
781711735.0,124.0,Calcipotriene 0.005% Cream,021134
60505700702.0,530.0,Fentanyl Patch,015881
904264860.0,143.0,DiCLOXacillin,008984
63323049237.0,49.0,Lidocaine 1%,060675
904612861.0,372.0,Terazosin,022651
93738001.0,364.0,Venlafaxine,046399
89081521.0,9.0,Maxair Autohaler,022230
6026706.0,80.0,rizatriptan,040222
51079098501.0,246.0,BusPIRone,003782
39022110.0,334.0,glimepiride,025179
54808425.0,687.0,Azathioprine,011682
93688871.0,98.0,Mesalamine Enema,004444
37205098869.0,32.0,Nicotine Lozenge,048775
61553035770.0,134.0,Succinylcholine,066464
63824000834.0,418.0,GuaiFENesin ER,071885
60505607800.0,212.0,Fondaparinux,049808
45802034405.0,126.0,Nicotine Lozenge,048776
904667104.0,627.0,Sildenafil,059211
904716261.0,366.0,MetFORMIN (Glucophage),013318
68462063945.0,164.0,Nitroglycerin SL,000475
23608210.0,352.0,Iron Dextran Complex,001609
66993003883.0,17.0,Hydroxyprogesterone caproate,075680
781320695.0,129.0,CeftriaXONE,009165
69367016204.0,306.0,Phenazopyridine,009477
63459039120.0,38.0,BENDAmustine,042496
67877022001.0,276.0,Cephalexin,009042
69130904.0,23.0,Epoetin alfa-epbx (Retacrit),078436
62017512.0,37.0,Tretinoin 0.05% Cream,005800
78043815.0,197.0,IMatinib Mesylate,052711
29320713.0,24.0,Paroxetine HCl,050136
527155201.0,55.0,Aspirin-Caffeine-Butalbital,004308
45006701.0,459.0,Levofloxacin,029925
50383017290.0,117.0,Levocarnitine,040520
13668013201.0,229.0,Felodipine,021743
456430008.0,200.0,Fosfomycin Tromethamine,021871
52959040250.0,311.0,TRIAzolam,003694
54868596800.0,146.0,Travatan Z,047612
74707013.0,965.0,Levothyroxine Sodium,006655
23155004303.0,57.0,leflunomide,040549
35046000120.0,186.0,Riboflavin (Vitamin B-2),002440
10432006501.0,66.0,Riboflavin (Vitamin B-2),002440
472033730.0,393.0,Hydrocortisone Cream 2.5%,007545
574222520.0,37.0,Tretinoin 0.025% Cream,005799
65162077810.0,457.0,Budesonide,025750
51079006001.0,73.0,Chlorothiazide,008173
74141204.0,552.0,Bumetanide,008220
517481025.0,92.0,Nitroglycerin,000463
89030510.0,237.0,Flecainide Acetate,000265
904662735.0,220.0,Carbamide Peroxide 6.5%,008120
60687011221.0,448.0,Anastrozole,024515
60505003306.0,83.0,Pentoxifylline,006573
378581377.0,372.0,Valsartan,048401
51079089101.0,178.0,Bumetanide,008221
310020130.0,65.0,Arimidex,024515
591014926.0,48.0,Ferric Gluconate,067223
68084024301.0,526.0,Clindamycin,009339
65064305.0,196.0,Tobramycin 0.3% Ophth Soln,007988
51079039220.0,501.0,BuPROPion (Sustained Release),046238
168014231.0,146.0,Miconazole 2% Cream,007366
51079075520.0,187.0,Carbidopa-Levodopa (10-100),002537
54868534800.0,5.0,*NF* Temozolomide,043010
62756035664.0,277.0,Ondansetron ODT,041563
409114405.0,61.0,Verapamil,000563
143972124.0,129.0,Levofloxacin,029929
49884031191.0,241.0,RisperiDONE,052049
904651061.0,560.0,ARIPiprazole,052898
25021024202.0,10.0,Fludarabine Phosphate,058106
50242010040.0,529.0,Dornase alfa,021416
186198904.0,90.0,Pulmicort,046526
186091542.0,24.0,Budesonide,022232
12496130602.0,402.0,Buprenorphine-Naloxone (8mg-2mg),051641
68094075062.0,132.0,Diazepam,068715
766150020.0,42.0,Nicotine Lozenge,048775
456140530.0,57.0,nebivolol,036654
9000602.0,114.0,Mirapex,031779
63323027301.0,139.0,Sumatriptan Succinate,019193
430302015.0,82.0,Calcipotriene 0.005% Cream,021134
53489055201.0,151.0,Propafenone HCl,019751
168005760.0,100.0,Betamethasone Dipro 0.05% Lot.,007570
89130130.0,130.0,Nitroglycerin Patch,000467
58016074000.0,347.0,Mexiletine,000267
60267070550.0,834.0,Sodium Thiosulfate,002552
49490041.0,44.0,Sertraline,046228
55513014410.0,988.0,Epoetin Alfa,011742
61703032418.0,444.0,Pamidronate,047039
59011010525.0,1105.0,Oxycodone SR (OxyconTIN),024506
42549072950.0,206.0,Silver Sulfadiazine 1% Cream,007669
68752069260.0,5.0,benzoyl peroxide,005813
59366274201.0,1.0,benzoyl peroxide,005811
65597020230.0,20.0,edoxaban,073294
409146301.0,221.0,Nalbuphine HCl,004229
54352763.0,222.0,Lithium Oral Solution,004006
143978410.0,45.0,Flumazenil,016593
25152034.0,112.0,CeleBREX,041285
37440101.0,47.0,Penicillamine,002543
25010070515.0,7.0,Penicillamine,002542
54868381600.0,58.0,Disopyramide Phosphate,000240
17478038020.0,364.0,Methadone,004235
10135014702.0,163.0,Dibucaine,007484
310028339.0,627.0,Quetiapine extended-release,062749
51002121.0,153.0,Dronabinol,004694
7323211.0,183.0,Fondaparinux Sodium,058354
62161000334.0,39.0,Fomepizole,037000
409234488.0,128.0,DOBUTamine,064535
76329906100.0,564.0,EPINEPHrine,004937
42023019210.0,211.0,Meropenem,026489
58160084252.0,120.0,Tetanus-DiphTox-Acellular Pertuss (Tdap),059080
63304020301.0,124.0,Opium Tincture,004261
71201223.0,655.0,Gabapentin,047927
49452355001.0,48.0,Hydrochloric Acid,048692
74636902.0,55.0,Erythromycin,021205
10939020111.0,85.0,Thiamine,002451
6096328.0,129.0,Famotidine,011677
378002801.0,219.0,Nadolol,005135
52544093001.0,54.0,Ursodiol,003095
338102341.0,53.0,Penicillin G Potassium,015933
10019014501.0,8.0,Propranolol,005117
83006130.0,98.0,Carbamazepine XR,026868
173075600.0,462.0,LaMICtaL XR,065252
173075400.0,73.0,LaMICtaL XR,065250
50474059966.0,135.0,Keppra XR,064990
517857510.0,606.0,Ethanol 70% Catheter DWELL,004024
64980017901.0,62.0,Flucytosine,009542
43386077001.0,42.0,Flucytosine,009543
54319446.0,130.0,Diphenoxylate-Atropine,002839
58468012001.0,123.0,Doxercalciferol,057854
60505056701.0,151.0,Dorzolamide 2% Ophth. Soln.,023513
64894082550.0,101.0,Doxercalciferol,043488
597003334.0,541.0,Clonidine Patch 0.3 mg/24 hr,000345
182616840.0,15.0,DiphenhydrAMINE,016675
66733094823.0,64.0,Cetuximab,053669
173017855.0,180.0,BuPROPion,046237
72810015.0,74.0,Hydrocortisone Val. Cream 0.2%,007532
24135301.0,106.0,Phenylephrine  0.5% Nasal Spray,008061
69452013217.0,97.0,Dofetilide,044361
121155000.0,806.0,GuaiFENesin-CODEINE Phosphate,070993
186502031.0,110.0,Esomeprazole Magnesium,047525
60505708102.0,300.0,Fentanyl Patch,015880
25021018487.0,459.0,Fluconazole,015331
85175502.0,234.0,Ciprofloxacin IV,015920
51079048101.0,19.0,Amantadine,004575
16590064830.0,396.0,Divalproex (DELayed Release),004540
472024260.0,104.0,permethrin,013631
68462043518.0,125.0,Acamprosate,025600
378110101.0,10.0,Prazosin,000291
60687033801.0,300.0,QUEtiapine Fumarate,060292
6011231.0,21.0,SITagliptin,061613
60505614205.0,328.0,CeFAZolin,009065
904630161.0,512.0,CARVedilol,028109
555098037.0,311.0,Nimodipine,000579
61553031333.0,25.0,Succinylcholine,063982
469052014.0,297.0,Isavuconazonium Sulfate,073654
74056611.0,426.0,Venetoclax,075885
74056111.0,477.0,Venetoclax,075884
16729022405.0,219.0,Decitabine,060839
63323047727.0,16.0,Chloroprocaine 2%,066742
6046206.0,199.0,Aprepitant,051912
44567043624.0,42.0,LevoFLOXacin,029929
703441211.0,218.0,VinCRIStine (Oncovin),061845
63323010425.0,300.0,Etoposide,008841
74364203.0,71.0,Leuprolide Acetate,067356
378412201.0,95.0,Albuterol Sulfate (Extended Release),051197
4082009.0,30.0,OSELTAMivir,067561
65162035109.0,570.0,Sildenafil,059211
904653806.0,482.0,Acetaminophen-Caff-Butalbital,004451
60687013901.0,187.0,Valsartan,048400
44567061101.0,247.0,Midazolam,074967
68682020025.0,12.0,carbidopa,043713
10122062010.0,53.0,Cangrelor,074329
69000601.0,52.0,Etomidate,030871
51079043620.0,449.0,Doxepin HCl,046086
168002031.0,47.0,Hydrocortisone Oint 1%,007547
409113002.0,389.0,23.4% Sodium Chloride,001220
168032608.0,554.0,Nitroglycerin Ointment  2%,000464
16729044010.0,418.0,Cinacalcet,053762
597003234.0,379.0,Clonidine Patch 0.2 mg/24 hr,000344
91353701.0,83.0,Hyoscyamine,004859
51079032301.0,657.0,anastrozole,024515
603478221.0,86.0,Nitroglycerin SR,000455
74194063.0,123.0,RiTONAvir,025080
24059120.0,134.0,Oxaliplatin Desensitization,059163
61703036318.0,1.0,Oxaliplatin,059162
55513020701.0,5.0,Bevacizumab-awwb (Mvasi),077715
62756006040.0,76.0,Epoprostenol (Veletri),067588
55513022101.0,547.0,RomiPLOstim,064329
44502210.0,278.0,Propafenone HCl,013646
68084048721.0,47.0,bisoprolol fumarate,017956
61958150101.0,87.0,Sofosbuvir,071748
3021501.0,6.0,daclatasvir,072786
536406801.0,133.0,Niacinamide,002400
59762308001.0,168.0,Azithromycin,027252
185075710.0,42.0,SulfADIAzine,009375
63323032520.0,26.0,Acyclovir Sodium,038954
173020155.0,61.0,Pyrimethamine,009579
24279150.0,351.0,Ferric Gluconate,042074
115130927.0,430.0,sevelamer CARBONATE,063473
67457025430.0,4.0,azaCITIDine (IV),054660
143970910.0,159.0,Milrinone,017051
62559013807.0,51.0,Hydrocortisone Enema,037045
69080901.0,46.0,InFLIXimab-dyyb (Inflectra),075828
66758005003.0,93.0,DOCEtaxel (TaxoTERE),067169
23155066301.0,265.0,Calcitriol,002185
66213042316.0,80.0,Donnatal,004773
68094085362.0,140.0,Naltrexone,004518
16571033016.0,185.0,PHENObarbital Alcohol Withdrawal Dose Taper (Days 2-7),003586
45802052555.0,277.0,Lactic Acid 12% Lotion,005826
49999026728.0,73.0,DiCLOXacillin,008983
54858324.0,91.0,Morphine Sulfate IR,004092
904646161.0,423.0,Promethazine,003878
597003112.0,61.0,Clonidine TTS 1 Patch,000343
8002707.0,55.0,Promethazine HCl,003878
16729013700.0,188.0,ClonazePAM,004561
63948016843.0,6.0,Riboflavin (Vitamin B-2),076120
51079046020.0,253.0,RisperiDONE,042922
65197000201.0,77.0,Dyrenium,008226 
67457021501.0,140.0,Melphalan,019196
54418425.0,187.0,Dexamethasone,006789
703315401.0,75.0,Bleomycin,008823
54482005301.0,23.0,Procarbazine HCl,008836
338027003.0,56.0,Dextran 40 10%,006334
832031011.0,84.0,Valproic Acid,004536
51672203506.0,339.0,Miconazole Nitrate Vag Cream 2%,007003
904541501.0,108.0,Miconazole Nitrate (Combo Pack),007006
62559043130.0,113.0,Hydrocortisone (Rectal) 2.5% Cream,023906
904686190.0,671.0,Divalproex (DELayed Release),004540
67457058210.0,136.0,Fondaparinux,049808
16729027567.0,116.0,Bivalirudin,047325
56060128.0,71.0,Carbidopa-Levodopa CR (25-100),019563
55513073001.0,38.0,Denosumab (Xgeva),066851
93314501.0,160.0,Cephalexin,009042
168000580.0,262.0,Triamcinolone Acetonide 0.025% Ointment,007596
16729017101.0,318.0,Amitriptyline,046043
17772010315.0,35.0,Topiramate (Topamax),071346
25021020251.0,48.0,CARBOplatin,038450
52010630.0,107.0,Mirtazapine,047453
50111098601.0,74.0,Clorazepate Dipotassium,003745
378003001.0,35.0,Clorazepate Dipotassium,003745
406112201.0,895.0,MethylPHENIDATE (Ritalin),004026
74241421.0,108.0,HYDROmorphone (Dilaudid),004106
60505708302.0,76.0,Fentanyl Patch,015882
17478006012.0,42.0,Artificial Tears,007936
168008130.0,96.0,Nystatin-Triamcinolone Cream,048529
555900942.0,178.0,Norethindrone-Estradiol,003295
409468828.0,200.0,Fluconazole,013726
54868248901.0,185.0,Thiamine,002446
574010777.0,233.0,Clotrimazole,009553
42367057087.0,172.0,Vasopressin,073081
93721201.0,274.0,MetFORMIN XR (Glucophage XR),052080
61958250101.0,611.0,Bictegrav-Emtricit-Tenofov Ala,078146
60687022401.0,158.0,Gemfibrozil,006416
45802092594.0,31.0,Clobetasol Propionate 0.05% Gel,021904
168005546.0,331.0,Betamethasone Dipro 0.05% Cream,007568
409234402.0,457.0,DOBUTamine,064535
49702020718.0,61.0,Lexiva,053176
35356000430.0,438.0,Buprenorphine-Naloxone (8mg-2mg),051641
76204080001.0,222.0,Levalbuterol Neb,041848
61958180101.0,178.0,Ledipasvir/Sofosbuvir,072926
68084015701.0,326.0,Morphine SR (MS Contin),011887
406114401.0,311.0,MethylPHENIDATE (Ritalin),004026
63739036610.0,257.0,Labetalol,005099
3029305.0,38.0,Triamcinolone Acetonide Inj,006795
61314004475.0,53.0,Trifluridine 1% Ophth Soln.,007942
68682036990.0,344.0,Diltiazem Extended-Release,024538
16837085839.0,124.0,Simethicone,002821
55513071001.0,13.0,Denosumab (Prolia),066396
68084003201.0,748.0,Nortriptyline,046060
781933895.0,47.0,CefazoLIN,009070
68462026001.0,116.0,Verapamil SR,000567
69581043.0,519.0,Dofetilide,044361
69582043.0,535.0,Dofetilide,044362
59762171002.0,553.0,Eplerenone,051036
51079079420.0,383.0,Naproxen,008361
25172003.0,11.0,Eplerenone,051037
378103093.0,188.0,Eplerenone,051036
25021081710.0,133.0,AcetaZOLamide Sodium,008163
2323930.0,16.0,atomoxetine,051493
65066505.0,77.0,Apraclonidine 0.5%,020845
904682461.0,354.0,HYDROcodone-Acetaminophen (5mg-325mg),047430
68084048601.0,758.0,Venlafaxine XR,046405
63323056210.0,465.0,Bivalirudin,047325
23155005901.0,33.0,Verapamil,000565
78024915.0,486.0,FemARA,029821
54569105100.0,443.0,Dextromethorphan Poly Complex,004630
62856079701.0,5.0,Palonosetron,052943
168005960.0,88.0,Fluocinolone Acetonide 0.01% Solution,007612
25208000201.0,258.0,Tirofiban,064721
168026615.0,12.0,Betamethasone Dipro 0.05% Augmented Gel,016429
69073166.0,138.0,Zyrtec,017037
173056200.0,10.0,Amerge,031492
172443510.0,91.0,MetFORMIN XR (Glucophage XR),046754
46047181.0,64.0,Propranolol LA,005116
54569405900.0,9.0,Rhinocort Aqua,018163
51672201502.0,118.0,Hydrocortisone Cream 0.5%,007546
42571010101.0,164.0,glimepiride,025180
168001631.0,68.0,Hydrocortisone Oint 0.5%,007546
781331495.0,923.0,Argatroban,067862
143939810.0,158.0,Ertapenem Sodium,049835
65483011607.0,240.0,Aldesleukin,016805
24208046325.0,118.0,Latanoprost 0.005% Ophth. Soln.,027370
574079101.0,13.0,Methazolamide,008169
17478060430.0,4.0,Cosopt (PF),061877
50268057012.0,131.0,Modafinil,025848
65026025.0,140.0,Travatan 0.004% Ophth Soln  (*NF*),047612
7413920.0,22.0,Carvedilol,028108
904660261.0,534.0,Rosuvastatin Calcium,052944
37000002104.0,80.0,Bismuth Subsalicylate Chewable,002860
49281038215.0,71.0,Influenza Virus Vaccine,064181
43386044024.0,193.0,NIFEdipine (Immediate Release),000568
69097096507.0,5.0,Nabumetone,016574
58406043504.0,20.0,EnbreL,058214
50458059601.0,132.0,RISperidone Oral Solution,026177
68084037421.0,60.0,Bicalutamide,024153
71000740.0,1576.0,Phenytoin Infatab,004531
904027060.0,40.0,Vitamin E,059351
66993047860.0,288.0,LamiVUDine,041033
68084002121.0,81.0,Abacavir Sulfate,040964
60505325006.0,319.0,LaMIVudine,041033
51079020406.0,318.0,Abacavir Sulfate,040964
60758011905.0,121.0,PrednisoLONE Acetate 1% Ophth. Susp.,007894
67457038499.0,127.0,Heparin Flush (1000 units/mL),006543
173066200.0,948.0,LaMIVudine,041033
49702020548.0,596.0,LamiVUDine,024418
17478006412.0,14.0,Hydroxypropyl Meth. 2.5% Ophth,007751
51079012220.0,216.0,MetRONIDAZOLE (FLagyl),009591
904623861.0,58.0,Carbidopa-Levodopa (25-250),002539
93022056.0,31.0,bicalutamide,024153
54505033310.0,516.0,Hydrocortisone,006704
603389919.0,74.0,Hydrocortisone,006705
37205011910.0,26.0,Simethicone,002815
93528401.0,764.0,Ropinirole,029160
904227260.0,10.0,Niacin,002391
23791560.0,43.0,Permethrin,013631
45025501.0,111.0,Haloperidol,003968
781312595.0,401.0,Nafcillin,008965
63739004810.0,64.0,Carbidopa-Levodopa (25-250),002539
60687059632.0,76.0,Budesonide,025750
17478020910.0,167.0,Ketorolac 0.5% Ophth Soln,019067
10370067901.0,331.0,NIFEdipine CR,012061
29607531.0,81.0,Amoxicillin-Clavulanic Acid,008991
168007115.0,164.0,Gentamicin 0.1% Cream,007724
904591361.0,116.0,BuPROPion,046237
60505100301.0,145.0,Ketorolac 0.5% Ophth Soln,019067
58160082011.0,28.0,Hepatitis B Vaccine,062665
17478020020.0,59.0,Phenylephrine 2.5 % Ophth Soln,007764
24208058564.0,63.0,Tropicamide 1 %,007873
63323054201.0,281.0,Heparin,006544
63739093128.0,784.0,Heparin Dwell (1000 Units/mL),006543
904647104.0,206.0,Voriconazole,050443
904659604.0,78.0,Voriconazole,050442
603154358.0,17.0,Potassium Chloride,001266
904020261.0,46.0,Amitriptyline,046047
59310020412.0,64.0,Qvar,046699
6353750.0,86.0,Famotidine,021732
517391025.0,347.0,Calcium Gluconate,001356
51293081001.0,79.0,Phenazopyridine,009477
59310017780.0,249.0,Beclomethasone Dipropionate,046699
456064416.0,35.0,Theophylline (Oral Solution),000076
65862084130.0,339.0,Entecavir,058934
11098001001.0,111.0,Droperidol,003964
25208000202.0,26.0,Tirofiban,039779
310028039.0,194.0,QUEtiapine extended-release,063240
68084029421.0,71.0,Ramipril,015939
406996001.0,21.0,Temazepam,019182
173066400.0,30.0,Abacavir Oral Solution,040965
16729033205.0,356.0,OXALIplatin,059163
51672200306.0,190.0,Clotrimazole 1% Vaginal Cream,006999
